nohup: ignoring input
Train: torch.Size([14031, 5, 64, 32]), Valid: torch.Size([4677, 5, 64, 32]), Test: torch.Size([4678, 5, 64, 32])
Input shape: (C=5, H=144, W=72)
Fine Tuning Both
Training Decoder
Starting Latent Downstream Task
4
Epoch: 1, Train Loss: 0.4723, Valid Loss: 0.3266, LR: 0.001
Epoch: 53, Train Loss: 0.0526, Valid Loss: 0.1335, LR: 1.0000000000000002e-07
Epoch: 54, Train Loss: 0.0559, Valid Loss: 0.1298, LR: 1.0000000000000002e-07
Epoch: 55, Train Loss: 0.0546, Valid Loss: 0.1395, LR: 1.0000000000000002e-07
Epoch: 56, Train Loss: 0.0540, Valid Loss: 0.1354, LR: 1.0000000000000002e-07
Epoch: 57, Train Loss: 0.0597, Valid Loss: 0.1357, LR: 1.0000000000000002e-07
Epoch: 58, Train Loss: 0.0532, Valid Loss: 0.1367, LR: 1.0000000000000002e-07
Epoch: 59, Train Loss: 0.0563, Valid Loss: 0.1366, LR: 1.0000000000000002e-07
Epoch: 60, Train Loss: 0.0507, Valid Loss: 0.1289, LR: 1.0000000000000004e-08
Epoch: 61, Train Loss: 0.0509, Valid Loss: 0.1361, LR: 1.0000000000000004e-08
Epoch: 62, Train Loss: 0.0568, Valid Loss: 0.1393, LR: 1.0000000000000004e-08
Epoch: 63, Train Loss: 0.0493, Valid Loss: 0.1326, LR: 1.0000000000000004e-08
Epoch: 64, Train Loss: 0.0564, Valid Loss: 0.1296, LR: 1.0000000000000004e-08
Epoch: 65, Train Loss: 0.0532, Valid Loss: 0.1347, LR: 1.0000000000000004e-08
Epoch: 66, Train Loss: 0.0525, Valid Loss: 0.1300, LR: 1.0000000000000004e-08
Epoch: 67, Train Loss: 0.0551, Valid Loss: 0.1304, LR: 1.0000000000000004e-08
Epoch: 68, Train Loss: 0.0572, Valid Loss: 0.1345, LR: 1.0000000000000004e-08
Epoch: 69, Train Loss: 0.0557, Valid Loss: 0.1352, LR: 1.0000000000000004e-08
Epoch: 70, Train Loss: 0.0559, Valid Loss: 0.1333, LR: 1.0000000000000004e-08
Epoch: 71, Train Loss: 0.0532, Valid Loss: 0.1309, LR: 1.0000000000000004e-08
Epoch: 72, Train Loss: 0.0546, Valid Loss: 0.1377, LR: 1.0000000000000004e-08
Epoch: 73, Train Loss: 0.0543, Valid Loss: 0.1359, LR: 1.0000000000000004e-08
Epoch: 74, Train Loss: 0.0573, Valid Loss: 0.1259, LR: 1.0000000000000004e-08
Epoch: 75, Train Loss: 0.0520, Valid Loss: 0.1323, LR: 1.0000000000000004e-08
Epoch: 76, Train Loss: 0.0518, Valid Loss: 0.1378, LR: 1.0000000000000004e-08
Epoch: 77, Train Loss: 0.0586, Valid Loss: 0.1373, LR: 1.0000000000000004e-08
Epoch: 78, Train Loss: 0.0544, Valid Loss: 0.1344, LR: 1.0000000000000004e-08
Epoch: 79, Train Loss: 0.0534, Valid Loss: 0.1312, LR: 1.0000000000000004e-08
Epoch: 80, Train Loss: 0.0524, Valid Loss: 0.1325, LR: 1.0000000000000004e-08
Epoch: 81, Train Loss: 0.0530, Valid Loss: 0.1382, LR: 1.0000000000000004e-08
Epoch: 82, Train Loss: 0.0558, Valid Loss: 0.1236, LR: 1.0000000000000004e-08
Epoch: 83, Train Loss: 0.0548, Valid Loss: 0.1375, LR: 1.0000000000000004e-08
Epoch: 84, Train Loss: 0.0573, Valid Loss: 0.1284, LR: 1.0000000000000004e-08
Epoch: 85, Train Loss: 0.0528, Valid Loss: 0.1360, LR: 1.0000000000000004e-08
Epoch: 86, Train Loss: 0.0532, Valid Loss: 0.1301, LR: 1.0000000000000004e-08
Epoch: 87, Train Loss: 0.0544, Valid Loss: 0.1274, LR: 1.0000000000000004e-08
Epoch: 88, Train Loss: 0.0571, Valid Loss: 0.1361, LR: 1.0000000000000004e-08
Epoch: 89, Train Loss: 0.0596, Valid Loss: 0.1337, LR: 1.0000000000000004e-08
Epoch: 90, Train Loss: 0.0607, Valid Loss: 0.1287, LR: 1.0000000000000004e-08
Epoch: 91, Train Loss: 0.0527, Valid Loss: 0.1355, LR: 1.0000000000000004e-08
Epoch: 92, Train Loss: 0.0536, Valid Loss: 0.1339, LR: 1.0000000000000004e-08
Epoch: 93, Train Loss: 0.0611, Valid Loss: 0.1329, LR: 1.0000000000000004e-08
Epoch: 94, Train Loss: 0.0541, Valid Loss: 0.1274, LR: 1.0000000000000004e-08
Epoch: 95, Train Loss: 0.0567, Valid Loss: 0.1314, LR: 1.0000000000000004e-08
Epoch: 96, Train Loss: 0.0534, Valid Loss: 0.1307, LR: 1.0000000000000004e-08
Epoch: 97, Train Loss: 0.0532, Valid Loss: 0.1302, LR: 1.0000000000000004e-08
Epoch: 98, Train Loss: 0.0573, Valid Loss: 0.1390, LR: 1.0000000000000004e-08
Epoch: 99, Train Loss: 0.0539, Valid Loss: 0.1351, LR: 1.0000000000000004e-08
Test Loss: 0.1346
