nohup: ignoring input
Train: torch.Size([14031, 5, 64, 32]), Valid: torch.Size([4677, 5, 64, 32]), Test: torch.Size([4678, 5, 64, 32])
Input shape: (C=5, H=144, W=72)
Fine Tuning Both
Starting Downstream Task
Training Decoder
Starting Latent Downstream Task
4
Epoch: 1, Train Loss: 0.5390, Valid Loss: 0.4178, LR: 0.001
Epoch: 26, Train Loss: 0.0507, Valid Loss: 0.1573, LR: 0.0001
Epoch: 27, Train Loss: 0.0468, Valid Loss: 0.1554, LR: 0.0001
Epoch: 28, Train Loss: 0.0475, Valid Loss: 0.1563, LR: 0.0001
Epoch: 29, Train Loss: 0.0509, Valid Loss: 0.1701, LR: 0.0001
Epoch: 30, Train Loss: 0.0537, Valid Loss: 0.1711, LR: 1e-05
Epoch: 31, Train Loss: 0.0456, Valid Loss: 0.1720, LR: 1e-05
Epoch: 32, Train Loss: 0.0455, Valid Loss: 0.1723, LR: 1e-05
Epoch: 33, Train Loss: 0.0503, Valid Loss: 0.1723, LR: 1e-05
Epoch: 34, Train Loss: 0.0452, Valid Loss: 0.1626, LR: 1e-05
Epoch: 35, Train Loss: 0.0439, Valid Loss: 0.1683, LR: 1e-05
Epoch: 36, Train Loss: 0.0465, Valid Loss: 0.1645, LR: 1e-05
Epoch: 37, Train Loss: 0.0444, Valid Loss: 0.1608, LR: 1e-05
Epoch: 38, Train Loss: 0.0411, Valid Loss: 0.1609, LR: 1e-05
Epoch: 39, Train Loss: 0.0475, Valid Loss: 0.1629, LR: 1e-05
Epoch: 40, Train Loss: 0.0462, Valid Loss: 0.1597, LR: 1e-05
Epoch: 41, Train Loss: 0.0456, Valid Loss: 0.1587, LR: 1.0000000000000002e-06
Epoch: 42, Train Loss: 0.0431, Valid Loss: 0.1612, LR: 1.0000000000000002e-06
Epoch: 43, Train Loss: 0.0447, Valid Loss: 0.1628, LR: 1.0000000000000002e-06
Epoch: 44, Train Loss: 0.0457, Valid Loss: 0.1642, LR: 1.0000000000000002e-06
Epoch: 45, Train Loss: 0.0451, Valid Loss: 0.1626, LR: 1.0000000000000002e-06
Epoch: 46, Train Loss: 0.0438, Valid Loss: 0.1606, LR: 1.0000000000000002e-06
Epoch: 47, Train Loss: 0.0467, Valid Loss: 0.1638, LR: 1.0000000000000002e-06
Epoch: 48, Train Loss: 0.0455, Valid Loss: 0.1607, LR: 1.0000000000000002e-06
Epoch: 49, Train Loss: 0.0453, Valid Loss: 0.1631, LR: 1.0000000000000002e-06
Epoch: 50, Train Loss: 0.0437, Valid Loss: 0.1610, LR: 1.0000000000000002e-06
Epoch: 51, Train Loss: 0.0481, Valid Loss: 0.1603, LR: 1.0000000000000002e-06
Epoch: 52, Train Loss: 0.0451, Valid Loss: 0.1587, LR: 1.0000000000000002e-07
Epoch: 53, Train Loss: 0.0446, Valid Loss: 0.1650, LR: 1.0000000000000002e-07
Epoch: 54, Train Loss: 0.0423, Valid Loss: 0.1594, LR: 1.0000000000000002e-07
Epoch: 55, Train Loss: 0.0454, Valid Loss: 0.1627, LR: 1.0000000000000002e-07
Epoch: 56, Train Loss: 0.0444, Valid Loss: 0.1631, LR: 1.0000000000000002e-07
Epoch: 57, Train Loss: 0.0456, Valid Loss: 0.1607, LR: 1.0000000000000002e-07
Epoch: 58, Train Loss: 0.0423, Valid Loss: 0.1671, LR: 1.0000000000000002e-07
Epoch: 59, Train Loss: 0.0443, Valid Loss: 0.1603, LR: 1.0000000000000002e-07
Epoch: 60, Train Loss: 0.0463, Valid Loss: 0.1636, LR: 1.0000000000000002e-07
Epoch: 61, Train Loss: 0.0465, Valid Loss: 0.1614, LR: 1.0000000000000002e-07
Epoch: 62, Train Loss: 0.0443, Valid Loss: 0.1617, LR: 1.0000000000000002e-07
Epoch: 63, Train Loss: 0.0447, Valid Loss: 0.1635, LR: 1.0000000000000004e-08
Epoch: 64, Train Loss: 0.0440, Valid Loss: 0.1608, LR: 1.0000000000000004e-08
Epoch: 65, Train Loss: 0.0444, Valid Loss: 0.1621, LR: 1.0000000000000004e-08
Epoch: 66, Train Loss: 0.0422, Valid Loss: 0.1633, LR: 1.0000000000000004e-08
Epoch: 67, Train Loss: 0.0417, Valid Loss: 0.1637, LR: 1.0000000000000004e-08
Epoch: 68, Train Loss: 0.0437, Valid Loss: 0.1588, LR: 1.0000000000000004e-08
Epoch: 69, Train Loss: 0.0466, Valid Loss: 0.1655, LR: 1.0000000000000004e-08
Epoch: 70, Train Loss: 0.0465, Valid Loss: 0.1626, LR: 1.0000000000000004e-08
Epoch: 71, Train Loss: 0.0453, Valid Loss: 0.1617, LR: 1.0000000000000004e-08
Epoch: 72, Train Loss: 0.0442, Valid Loss: 0.1675, LR: 1.0000000000000004e-08
Epoch: 73, Train Loss: 0.0432, Valid Loss: 0.1573, LR: 1.0000000000000004e-08
Epoch: 74, Train Loss: 0.0445, Valid Loss: 0.1657, LR: 1.0000000000000004e-08
Epoch: 75, Train Loss: 0.0427, Valid Loss: 0.1606, LR: 1.0000000000000004e-08
Epoch: 76, Train Loss: 0.0461, Valid Loss: 0.1611, LR: 1.0000000000000004e-08
Epoch: 77, Train Loss: 0.0463, Valid Loss: 0.1587, LR: 1.0000000000000004e-08
Epoch: 78, Train Loss: 0.0456, Valid Loss: 0.1551, LR: 1.0000000000000004e-08
Epoch: 79, Train Loss: 0.0431, Valid Loss: 0.1619, LR: 1.0000000000000004e-08
Epoch: 80, Train Loss: 0.0421, Valid Loss: 0.1619, LR: 1.0000000000000004e-08
Epoch: 81, Train Loss: 0.0436, Valid Loss: 0.1608, LR: 1.0000000000000004e-08
Epoch: 82, Train Loss: 0.0435, Valid Loss: 0.1615, LR: 1.0000000000000004e-08
Epoch: 83, Train Loss: 0.0422, Valid Loss: 0.1629, LR: 1.0000000000000004e-08
Epoch: 84, Train Loss: 0.0454, Valid Loss: 0.1598, LR: 1.0000000000000004e-08
Epoch: 85, Train Loss: 0.0416, Valid Loss: 0.1666, LR: 1.0000000000000004e-08
Epoch: 86, Train Loss: 0.0425, Valid Loss: 0.1658, LR: 1.0000000000000004e-08
Epoch: 87, Train Loss: 0.0434, Valid Loss: 0.1612, LR: 1.0000000000000004e-08
Epoch: 88, Train Loss: 0.0442, Valid Loss: 0.1639, LR: 1.0000000000000004e-08
Epoch: 89, Train Loss: 0.0395, Valid Loss: 0.1646, LR: 1.0000000000000004e-08
Epoch: 90, Train Loss: 0.0415, Valid Loss: 0.1593, LR: 1.0000000000000004e-08
Epoch: 91, Train Loss: 0.0428, Valid Loss: 0.1619, LR: 1.0000000000000004e-08
Epoch: 92, Train Loss: 0.0460, Valid Loss: 0.1622, LR: 1.0000000000000004e-08
Epoch: 93, Train Loss: 0.0453, Valid Loss: 0.1616, LR: 1.0000000000000004e-08
Epoch: 94, Train Loss: 0.0426, Valid Loss: 0.1583, LR: 1.0000000000000004e-08
Epoch: 95, Train Loss: 0.0433, Valid Loss: 0.1608, LR: 1.0000000000000004e-08
Epoch: 96, Train Loss: 0.0451, Valid Loss: 0.1602, LR: 1.0000000000000004e-08
Epoch: 97, Train Loss: 0.0474, Valid Loss: 0.1673, LR: 1.0000000000000004e-08
Epoch: 98, Train Loss: 0.0465, Valid Loss: 0.1602, LR: 1.0000000000000004e-08
Epoch: 99, Train Loss: 0.0420, Valid Loss: 0.1664, LR: 1.0000000000000004e-08
Test Loss: 0.1613
