nohup: ignoring input
Train: torch.Size([14031, 5, 64, 32]), Valid: torch.Size([4677, 5, 64, 32]), Test: torch.Size([4678, 5, 64, 32])
Input shape: (C=5, H=144, W=72)
Fine Tuning Both
Starting Downstream Task
Training Decoder
Epoch: 0, Train Loss: 0.1379, Valid Loss: 0.1516, LR: 1.00e-04
Epoch: 89, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 90, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 91, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 92, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 93, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 94, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 95, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 96, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 97, Train Loss: 0.1357, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 98, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 99, Train Loss: 0.1357, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 100, Train Loss: 0.1356, Valid Loss: 0.1513, LR: 1.00e-08
Epoch: 101, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 102, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 103, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 104, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 105, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 106, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 107, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 108, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 109, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 110, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 111, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 112, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 113, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 114, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 115, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 116, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 117, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 118, Train Loss: 0.1356, Valid Loss: 0.1513, LR: 1.00e-08
Epoch: 119, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 120, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 121, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 122, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 123, Train Loss: 0.1356, Valid Loss: 0.1513, LR: 1.00e-08
Epoch: 124, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 125, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 126, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 127, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 128, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 129, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 130, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 131, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 132, Train Loss: 0.1357, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 133, Train Loss: 0.1357, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 134, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 135, Train Loss: 0.1357, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 136, Train Loss: 0.1356, Valid Loss: 0.1513, LR: 1.00e-08
Epoch: 137, Train Loss: 0.1356, Valid Loss: 0.1513, LR: 1.00e-08
Epoch: 138, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 139, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 140, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 141, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 142, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 143, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 144, Train Loss: 0.1357, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 145, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 146, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 147, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 148, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 149, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 150, Train Loss: 0.1357, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 151, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 152, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 153, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 154, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 155, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 156, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 157, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 158, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 159, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 160, Train Loss: 0.1357, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 161, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 162, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 163, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 164, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 165, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 166, Train Loss: 0.1357, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 167, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 168, Train Loss: 0.1356, Valid Loss: 0.1512, LR: 1.00e-08
Epoch: 169, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 170, Train Loss: 0.1357, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 171, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 172, Train Loss: 0.1356, Valid Loss: 0.1513, LR: 1.00e-08
Epoch: 173, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 174, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 175, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 176, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 177, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 178, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 179, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 180, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 181, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 182, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 183, Train Loss: 0.1356, Valid Loss: 0.1518, LR: 1.00e-08
Epoch: 184, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 185, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 186, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 187, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 188, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 189, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 190, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 191, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 192, Train Loss: 0.1355, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 193, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 194, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 195, Train Loss: 0.1356, Valid Loss: 0.1517, LR: 1.00e-08
Epoch: 196, Train Loss: 0.1356, Valid Loss: 0.1514, LR: 1.00e-08
Epoch: 197, Train Loss: 0.1356, Valid Loss: 0.1516, LR: 1.00e-08
Epoch: 198, Train Loss: 0.1356, Valid Loss: 0.1515, LR: 1.00e-08
Epoch: 199, Train Loss: 0.1355, Valid Loss: 0.1514, LR: 1.00e-08
