nohup: ignoring input
GPU 0: NVIDIA GeForce RTX 4080
Train: torch.Size([14031, 5, 64, 32]), Valid: torch.Size([4677, 5, 64, 32]), Test: torch.Size([4678, 5, 64, 32])
Input shape: (C=5, H=144, W=72)
Fine Tuning Both
Starting Downstream Task
Starting Latent Downstream Task
4
Epoch: 1, Train Loss: 0.5600, Valid Loss: 0.3763, LR: 0.001
Epoch: 23, Train Loss: 0.0988, Valid Loss: 0.1459, LR: 0.001
Epoch: 24, Train Loss: 0.0835, Valid Loss: 0.1321, LR: 0.001
Epoch: 25, Train Loss: 0.0752, Valid Loss: 0.1356, LR: 0.001
Epoch: 26, Train Loss: 0.0853, Valid Loss: 0.1656, LR: 0.0001
Epoch: 27, Train Loss: 0.0723, Valid Loss: 0.1377, LR: 0.0001
Epoch: 28, Train Loss: 0.0615, Valid Loss: 0.1434, LR: 0.0001
Epoch: 29, Train Loss: 0.0570, Valid Loss: 0.1372, LR: 0.0001
Epoch: 30, Train Loss: 0.0559, Valid Loss: 0.1276, LR: 0.0001
Epoch: 31, Train Loss: 0.0535, Valid Loss: 0.1272, LR: 0.0001
Epoch: 32, Train Loss: 0.0523, Valid Loss: 0.1274, LR: 0.0001
Epoch: 33, Train Loss: 0.0528, Valid Loss: 0.1284, LR: 0.0001
Epoch: 34, Train Loss: 0.0471, Valid Loss: 0.1200, LR: 0.0001
Epoch: 35, Train Loss: 0.0462, Valid Loss: 0.1246, LR: 0.0001
Epoch: 36, Train Loss: 0.0470, Valid Loss: 0.1259, LR: 0.0001
Epoch: 37, Train Loss: 0.0455, Valid Loss: 0.1294, LR: 1e-05
Epoch: 38, Train Loss: 0.0438, Valid Loss: 0.1279, LR: 1e-05
Epoch: 39, Train Loss: 0.0460, Valid Loss: 0.1292, LR: 1e-05
Epoch: 40, Train Loss: 0.0432, Valid Loss: 0.1270, LR: 1e-05
Epoch: 41, Train Loss: 0.0435, Valid Loss: 0.1260, LR: 1e-05
Epoch: 42, Train Loss: 0.0434, Valid Loss: 0.1288, LR: 1e-05
Epoch: 43, Train Loss: 0.0438, Valid Loss: 0.1278, LR: 1e-05
Epoch: 44, Train Loss: 0.0461, Valid Loss: 0.1321, LR: 1e-05
Epoch: 45, Train Loss: 0.0419, Valid Loss: 0.1269, LR: 1e-05
Epoch: 46, Train Loss: 0.0421, Valid Loss: 0.1308, LR: 1e-05
Epoch: 47, Train Loss: 0.0442, Valid Loss: 0.1240, LR: 1e-05
Epoch: 48, Train Loss: 0.0458, Valid Loss: 0.1302, LR: 1.0000000000000002e-06
Epoch: 49, Train Loss: 0.0468, Valid Loss: 0.1276, LR: 1.0000000000000002e-06
Epoch: 50, Train Loss: 0.0419, Valid Loss: 0.1273, LR: 1.0000000000000002e-06
Epoch: 51, Train Loss: 0.0445, Valid Loss: 0.1315, LR: 1.0000000000000002e-06
Epoch: 52, Train Loss: 0.0439, Valid Loss: 0.1280, LR: 1.0000000000000002e-06
Epoch: 53, Train Loss: 0.0460, Valid Loss: 0.1321, LR: 1.0000000000000002e-06
Epoch: 54, Train Loss: 0.0416, Valid Loss: 0.1306, LR: 1.0000000000000002e-06
Epoch: 55, Train Loss: 0.0455, Valid Loss: 0.1270, LR: 1.0000000000000002e-06
Epoch: 56, Train Loss: 0.0435, Valid Loss: 0.1334, LR: 1.0000000000000002e-06
Epoch: 57, Train Loss: 0.0411, Valid Loss: 0.1237, LR: 1.0000000000000002e-06
Epoch: 58, Train Loss: 0.0427, Valid Loss: 0.1289, LR: 1.0000000000000002e-06
Epoch: 59, Train Loss: 0.0463, Valid Loss: 0.1247, LR: 1.0000000000000002e-07
Epoch: 60, Train Loss: 0.0386, Valid Loss: 0.1238, LR: 1.0000000000000002e-07
Epoch: 61, Train Loss: 0.0437, Valid Loss: 0.1264, LR: 1.0000000000000002e-07
Epoch: 62, Train Loss: 0.0444, Valid Loss: 0.1257, LR: 1.0000000000000002e-07
Epoch: 63, Train Loss: 0.0412, Valid Loss: 0.1315, LR: 1.0000000000000002e-07
Epoch: 64, Train Loss: 0.0416, Valid Loss: 0.1263, LR: 1.0000000000000002e-07
Epoch: 65, Train Loss: 0.0405, Valid Loss: 0.1252, LR: 1.0000000000000002e-07
Epoch: 66, Train Loss: 0.0440, Valid Loss: 0.1256, LR: 1.0000000000000002e-07
Epoch: 67, Train Loss: 0.0441, Valid Loss: 0.1274, LR: 1.0000000000000002e-07
Epoch: 68, Train Loss: 0.0485, Valid Loss: 0.1263, LR: 1.0000000000000002e-07
Epoch: 69, Train Loss: 0.0450, Valid Loss: 0.1353, LR: 1.0000000000000002e-07
Epoch: 70, Train Loss: 0.0409, Valid Loss: 0.1280, LR: 1.0000000000000004e-08
Epoch: 71, Train Loss: 0.0437, Valid Loss: 0.1274, LR: 1.0000000000000004e-08
Epoch: 72, Train Loss: 0.0425, Valid Loss: 0.1281, LR: 1.0000000000000004e-08
Epoch: 73, Train Loss: 0.0422, Valid Loss: 0.1281, LR: 1.0000000000000004e-08
Epoch: 74, Train Loss: 0.0426, Valid Loss: 0.1371, LR: 1.0000000000000004e-08
Epoch: 75, Train Loss: 0.0457, Valid Loss: 0.1301, LR: 1.0000000000000004e-08
Epoch: 76, Train Loss: 0.0482, Valid Loss: 0.1262, LR: 1.0000000000000004e-08
Epoch: 77, Train Loss: 0.0415, Valid Loss: 0.1273, LR: 1.0000000000000004e-08
Epoch: 78, Train Loss: 0.0402, Valid Loss: 0.1315, LR: 1.0000000000000004e-08
Epoch: 79, Train Loss: 0.0393, Valid Loss: 0.1261, LR: 1.0000000000000004e-08
Epoch: 80, Train Loss: 0.0473, Valid Loss: 0.1271, LR: 1.0000000000000004e-08
Epoch: 81, Train Loss: 0.0409, Valid Loss: 0.1286, LR: 1.0000000000000004e-08
Epoch: 82, Train Loss: 0.0435, Valid Loss: 0.1309, LR: 1.0000000000000004e-08
Epoch: 83, Train Loss: 0.0385, Valid Loss: 0.1268, LR: 1.0000000000000004e-08
Epoch: 84, Train Loss: 0.0456, Valid Loss: 0.1290, LR: 1.0000000000000004e-08
Epoch: 85, Train Loss: 0.0436, Valid Loss: 0.1279, LR: 1.0000000000000004e-08
Epoch: 86, Train Loss: 0.0456, Valid Loss: 0.1280, LR: 1.0000000000000004e-08
Epoch: 87, Train Loss: 0.0462, Valid Loss: 0.1279, LR: 1.0000000000000004e-08
Epoch: 88, Train Loss: 0.0387, Valid Loss: 0.1292, LR: 1.0000000000000004e-08
Epoch: 89, Train Loss: 0.0423, Valid Loss: 0.1315, LR: 1.0000000000000004e-08
Epoch: 90, Train Loss: 0.0415, Valid Loss: 0.1271, LR: 1.0000000000000004e-08
Epoch: 91, Train Loss: 0.0408, Valid Loss: 0.1320, LR: 1.0000000000000004e-08
Epoch: 92, Train Loss: 0.0423, Valid Loss: 0.1265, LR: 1.0000000000000004e-08
Epoch: 93, Train Loss: 0.0454, Valid Loss: 0.1258, LR: 1.0000000000000004e-08
Epoch: 94, Train Loss: 0.0406, Valid Loss: 0.1252, LR: 1.0000000000000004e-08
Epoch: 95, Train Loss: 0.0441, Valid Loss: 0.1274, LR: 1.0000000000000004e-08
Epoch: 96, Train Loss: 0.0420, Valid Loss: 0.1299, LR: 1.0000000000000004e-08
Epoch: 97, Train Loss: 0.0431, Valid Loss: 0.1259, LR: 1.0000000000000004e-08
Epoch: 98, Train Loss: 0.0431, Valid Loss: 0.1308, LR: 1.0000000000000004e-08
Epoch: 99, Train Loss: 0.0431, Valid Loss: 0.1304, LR: 1.0000000000000004e-08
Test Loss: 0.1263
